state,county,population,lat,long
TN,Hardin,25776,35.209363,-88.1810465
TN,Hawkins,56530,36.4180155,-82.9444425
TN,Haywood,17335,35.6098915,-89.285831
TN,Henderson,27847,35.6206645,-88.396394
TN,Henry,32358,36.310898,-88.260633
TN,Hickman,25063,35.8012115,-87.472921
TN,Houston,8263,36.2730485,-87.7471365
TN,Humphreys,18486,36.0242765,-87.7774415
TN,Jackson,11758,36.362216,-85.6702415
TN,Jefferson,54012,36.039116,-83.4722545
TN,Johnson,17778,36.439548,-81.8506225
TN,Knox,465289,35.9910705,-83.961272
TN,Lake,7411,36.344296,-89.5228515
TN,Lauderdale,25825,35.7428495,-89.6508555
TN,Lawrence,43734,35.2285855,-87.404642
TN,Lewis,12086,35.528649,-87.4934955
TN,Lincoln,34117,35.18083,-86.577237
TN,Loudon,53054,35.756434,-84.358772
TN,Macon,24265,36.5258095,-86.0086685
TN,Madison,97605,35.6123935,-88.842869
TN,Marion,28575,35.1511775,-85.6174955
TN,Marshall,33683,35.4814645,-86.780141
TN,Maury,94340,35.629413,-87.067635
TN,McMinn,53285,35.442847,-84.6305945
TN,McNairy,25832,35.1887635,-88.5746505
TN,Meigs,12306,35.520342,-84.8251725
TN,Monroe,46357,35.4381405,-84.232195
TN,Montgomery,205950,36.477428,-87.3780645
TN,Moore,6411,35.267753,-86.3924
TN,Morgan,21579,36.1424255,-84.6279835
TN,Obion,30267,36.354391,-89.149917
TN,Overton,22068,36.342492,-85.290042
TN,Perry,8064,35.632151,-87.845431
TN,Pickett,5082,36.516751,-85.0083585
TN,Polk,16898,35.136636,-84.5340865
TN,Putnam,78843,36.141239,-85.453814
TN,Rhea,33044,35.6172195,-84.9291325
TN,Roane,53140,35.8467005,-84.525952
TN,Robertson,71012,36.501744,-86.8573125
TN,Rutherford,324890,35.8595905,-86.4205235
TN,Scott,22039,36.3834265,-84.518716
TN,Sequatchie,14876,35.3572955,-85.4166015
TN,Sevier,97892,35.8029015,-83.5242525
TN,Smith,19942,36.2547125,-85.9584755
TN,Stewart,13561,36.503421,-87.831445
TN,Sumner,187149,36.448775,-86.4801315
TN,Tipton,61581,35.5108285,-89.8245635
TN,Trousdale,11012,36.390779,-86.1310745
TN,Unicoi,17761,36.107254,-82.418557
TN,Union,19688,36.300131,-83.8358625
TN,Van Buren,5765,35.6778165,-85.431474
TN,Warren,40878,35.6782875,-85.7774805
TN,Washington,128607,36.2717035,-82.5012125
TN,Wayne,16558,35.247607,-87.7987455
TN,Weakley,33415,36.282799,-88.7380925
TN,White,27107,35.9370645,-85.447605
TN,Wilson,140625,36.156231,-86.3045675
TX,Anderson,58057,31.7942655,-95.656497
TX,Andrews,18128,32.3045195,-102.6378665
TX,Angelina,87092,31.27652,-94.5664885
TX,Aransas,23792,28.0782735,-97.0259885
TX,Archer,8786,33.616121,-98.687302
TX,Armstrong,1892,34.9652895,-101.357769
TX,Atascosa,50310,28.9316755,-98.451776
TX,Austin,29989,29.849221,-96.3140715
TX,Bailey,7027,34.068783,-102.831248
TX,Bandera,22824,29.729752,-99.190956
TX,Bastrop,86976,30.103052,-97.336955
TX,Baylor,3582,33.6157695,-99.214369
TX,Bee,32587,28.4246655,-97.7326715
TX,Bell,355642,31.0362865,-97.4920175
TX,Bexar,1986049,29.4374885,-98.4636305
TX,Blanco,11702,30.219826,-98.358613
TX,Borden,648,32.7438545,-101.432331
TX,Bosque,18691,31.8975825,-97.6413635
TX,Bowie,94324,33.474645,-94.394897
TX,Brazoria,370200,29.2119295,-95.4663235
TX,Brazos,226758,30.6520125,-96.3408385
TX,Brewster,9267,29.819019,-103.0606865
TX,Briscoe,1516,34.5302855,-101.2082595
TX,Brooks,7114,27.0230565,-98.26107
TX,Brown,37924,31.7638855,-98.9356045
TX,Burleson,18389,30.513277,-96.6214235
TX,Burnet,47542,30.7305525,-98.1438735
TX,Caldwell,43247,29.8518125,-97.6075305
TX,Calhoun,21561,28.3958115,-96.626644
TX,Callahan,13994,32.297023,-99.372853
TX,Cameron,423908,26.1244405,-97.506901
TX,Camp,13033,32.989183,-94.936074
TX,Carson,6005,35.4037035,-101.354438
TX,Cass,30119,33.0953735,-94.3483565
TX,Castro,7665,34.530612,-102.2618255
TX,Chambers,42454,29.7070775,-94.6674215
TX,Cherokee,52592,31.7818495,-95.1628825
TX,Childress,7291,34.529677,-100.207642
TX,Clay,10456,33.811953,-98.1846535
TX,Cochran,2836,33.6067685,-102.8257455
TX,Coke,3370,31.88979,-100.5302535
TX,Coleman,8397,31.7459335,-99.458967
TX,Collingsworth,2962,34.964751,-100.270542
TX,Colorado,21217,29.60466,-96.524822
TX,Comal,148373,29.8162335,-98.3226975
TX,Comanche,13534,31.9727125,-98.5404845
TX,Concho,4276,31.3337815,-99.858533
TX,Cooke,40574,33.686394,-97.2154625
TX,Coryell,74808,31.3901965,-97.799306
TX,Cottle,1389,34.074876,-100.258156
TX,Crane,4794,31.368963,-102.534163
TX,Crockett,3499,30.6872445,-101.6746955
TX,Crosby,5779,33.6141925,-101.301184
TX,Culberson,2204,31.332061,-104.4713985
TX,Dallam,7200,36.2779675,-102.6021935
TX,Dawson,12619,32.7425545,-101.94863
TX,Deaf Smith,18760,34.964931,-102.605366
TX,Delta,5349,33.357214,-95.584209
TX,Denton,859064,33.209002,-97.116242
TX,DeWitt,20187,29.098894,-97.365744
TX,Dickens,2249,33.616432,-100.7793035
TX,Dimmit,10308,28.4229705,-99.7542565
TX,Donley,3319,34.9654335,-100.8148635
TX,Duval,11212,27.6602265,-98.5178945
TX,Eastland,18322,32.2966395,-98.796899
TX,Ector,162124,31.8691335,-102.543067
TX,Edwards,1928,29.9569805,-100.2272675
TX,Ellis,179436,32.3007575,-96.734958
TX,El Paso,840758,31.6946625,-106.299987
TX,Erath,42446,32.215275,-98.208011
TX,Falls,17335,31.2542445,-96.9374875
TX,Fannin,35286,33.61411,-96.115115
TX,Fayette,25349,29.8962255,-96.9438685
TX,Fisher,3839,32.743131,-100.402425
TX,Floyd,5837,34.071472,-101.303007
TX,Foard,1200,33.987902,-99.761489
TX,Franklin,10766,33.1756415,-95.217204
TX,Freestone,19808,31.712959,-96.1420065
TX,Frio,19816,28.8659505,-99.1073605
TX,Gaines,20901,32.740645,-102.6338095
TX,Galveston,337890,29.3376555,-94.8019735
TX,Garza,6578,33.1791195,-101.298047
TX,Gillespie,26804,30.3170865,-98.9459465
TX,Glasscock,1388,31.869193,-101.5201505
TX,Goliad,7584,28.656956,-97.4683565
TX,Gonzales,20826,29.4472115,-97.4946495
TX,Gray,21895,35.400718,-100.8126295
TX,Grayson,133991,33.6787025,-96.6620075
TX,Grimes,28360,30.544656,-95.9963055
TX,Guadalupe,163694,29.611769,-97.971935
TX,Hale,33830,34.0689035,-101.8269975
TX,Hall,3028,34.53052,-100.6810135
TX,Hamilton,8484,31.7171475,-98.1150835
TX,Hansford,5463,36.277402,-101.3545355
TX,Hardeman,3922,34.3175235,-99.7364215
TX,Hardin,57207,30.31219,-94.4022105
TX,Harrison,66726,32.5598355,-94.37246
TX,Hartley,5619,35.838868,-102.6024975
TX,Haskell,5813,33.1779925,-99.731119
TX,Hays,222631,30.054378,-98.0039075
TX,Hemphill,3825,35.837803,-100.2703065
TX,Henderson,82299,32.1823055,-95.940325
TX,Hidalgo,865939,26.412178,-98.224568
TX,Hill,36354,31.987169,-97.107482
TX,Hockley,22980,33.606805,-102.345688
TX,Hood,60537,32.396145,-97.8419155
TX,Hopkins,36810,33.168812,-95.5859445
TX,Houston,23169,31.259551,-95.363106
TX,Howard,36459,32.306179,-101.434791
TX,Hudspeth,4795,31.3154775,-105.4527975
TX,Hunt,96493,33.1233735,-96.0780225
TX,Hutchinson,21198,35.839731,-101.3546005
TX,Irion,1522,31.304707,-100.9817815
TX,Jack,8843,33.2342065,-98.172371
TX,Jackson,14874,28.9691425,-96.6238825
TX,Jasper,35872,30.699868,-94.1617655
TX,Jeff Davis,2252,30.7586965,-104.2110535
TX,Jefferson,255001,29.8746995,-94.1415335
TX,Jim Hogg,5248,27.071318,-98.686276
TX,Jim Wells,40822,27.6594735,-98.0133265
TX,Johnson,171361,32.3445445,-97.3516285
TX,Jones,19817,32.7373875,-99.879272
TX,Karnes,15650,28.9448875,-97.882815
TX,Kaufman,128622,32.5982425,-96.302943
TX,Kendall,45641,29.928222,-98.6670825
TX,Kenedy,442,26.9407415,-97.636886
TX,Kent,726,33.180396,-100.7781185
TX,Kerr,52405,30.036048,-99.337673
TX,Kimble,4362,30.498836,-99.7090895
TX,King,277,33.616689,-100.2548355
TX,Kinney,3767,29.3539335,-100.454226
TX,Kleberg,31129,27.42262,-97.640856
TX,Knox,3653,33.616742,-99.734439
TX,Lamar,49728,33.657571,-95.5831875
TX,Lamb,13158,34.0689035,-102.35059
TX,Lampasas,21229,31.246627,-98.238052
TX,La Salle,7531,28.338953,-99.0982885
TX,Lavaca,20110,29.347975,-96.9003315
TX,Lee,17144,30.2945845,-96.987673
TX,Leon,17270,31.3138465,-95.9992715
TX,Liberty,86323,30.1889145,-94.804066
TX,Limestone,23519,31.5178935,-96.584422
TX,Lipscomb,3355,36.2776895,-100.2735615
TX,Live Oak,12166,28.4219245,-98.0719025
TX,Llano,21646,30.7037675,-98.6578265
TX,Loving,152,31.825987,-103.6548195
TX,Lubbock,307412,33.6100185,-101.8213085
TX,Lynn,5877,33.177231,-101.816549
TX,McCulloch,7987,31.2171275,-99.347166
TX,McLennan,254607,31.553647,-97.2031765
TX,McMullen,749,28.3528775,-98.568824
TX,Madison,14422,30.958604,-95.9286265
TX,Marion,9928,32.784619,-94.3743125
TX,Martin,5753,32.306011,-101.9499945
TX,Mason,4280,30.719742,-99.2244935
TX,Matagorda,36552,28.8068055,-95.943229
TX,Maverick,58485,28.6415775,-100.389881
TX,Medina,50921,29.3905715,-99.1093215
TX,Menard,2139,30.89918,-99.8000515
TX,Midland,172578,31.8691335,-102.0315735
TX,Milam,25131,30.7839445,-96.964016
TX,Mills,4921,31.477095,-98.629201
TX,Mitchell,8145,32.306555,-100.9223115
TX,Montague,19596,33.7125255,-97.731502
TX,Moore,21485,35.83772,-101.8929075
TX,Morris,12339,33.1219335,-94.736044
TX,Motley,1234,34.073908,-100.779412
TX,Nacogdoches,65711,31.5351545,-94.640989
TX,Navarro,49565,32.062521,-96.4748245
TX,Newton,13746,30.7146365,-93.7137665
TX,Nolan,14751,32.303842,-100.405948
TX,Nueces,362265,27.7770085,-97.4937775
TX,Ochiltree,9947,36.278118,-100.8159305
TX,Oldham,2131,35.405273,-102.6027635
TX,Orange,83572,30.054588,-93.902908
TX,Palo Pinto,28875,32.7597695,-98.316175
TX,Panola,23148,32.183665,-94.307178
TX,Parker,138371,32.7793615,-97.8055085
TX,Parmer,9864,34.530055,-102.7845815
TX,Pecos,15673,30.712057,-102.6767305
TX,Polk,50031,30.81779,-94.869053
TX,Potter,119648,35.4016565,-101.8951355
TX,Presidio,6948,29.9445735,-104.387417
TX,Rains,12159,32.845659,-95.8111875
TX,Randall,136271,34.965325,-101.89589
TX,Reagan,3741,31.365349,-101.5216565
TX,Real,3478,29.8529255,-99.8323015
TX,Red River,12175,33.6402115,-95.023469
TX,Reeves,15695,31.3832975,-103.5566955
TX,Refugio,7032,28.3076185,-97.152698
TX,Roberts,903,35.838337,-100.813113
TX,Robertson,17284,31.0263995,-96.5337035
TX,Rockwall,100657,32.897962,-96.4080985
TX,Runnels,10234,31.8296985,-99.974866
TX,Rusk,54450,32.124975,-94.719045
TX,Sabine,10589,31.3730535,-93.824496
TX,San Augustine,8232,31.376438,-94.191165
TX,San Jacinto,28719,30.6131295,-95.0987255
TX,San Patricio,66893,27.9994695,-97.5217875
TX,San Saba,6054,31.2059225,-98.7534695
TX,Schleicher,2895,30.897402,-100.538696
TX,Scurry,16866,32.7477685,-100.915216
TX,Shackelford,3253,32.7358775,-99.354021
TX,Shelby,25418,31.7755435,-94.1569415
TX,Sherman,3079,36.2779665,-101.8932405
TX,Smith,230221,32.4112925,-95.2899065
TX,Somervell,9016,32.202973,-97.78034
TX,Starr,64525,26.510827,-98.746037
TX,Stephens,9433,32.7359025,-98.835833
TX,Sterling,1311,31.821835,-101.044612
TX,Stonewall,1362,33.178922,-100.2540175
TX,Sutton,3758,30.499071,-100.5384385
TX,Swisher,7462,34.53024,-101.7350275
TX,Taylor,137640,32.3020335,-99.890745
TX,Terrell,823,30.21922,-102.106647
TX,Terry,12287,33.1741315,-102.335476
TX,Throckmorton,1515,33.177719,-99.2116595
TX,Titus,33033,33.1902285,-94.9674565
TX,Tom Green,118189,31.3958185,-100.6895905
TX,Travis,1248743,30.326374,-97.771258
TX,Trinity,14740,31.105748,-95.138864
TX,Tyler,21696,30.7924925,-94.358245
TX,Upshur,41260,32.7123795,-94.9128805
TX,Upton,3671,31.3655555,-102.046926
TX,Uvalde,26846,29.356916,-99.7619575
TX,Val Verde,49208,29.7633005,-101.2300305
TX,Van Zandt,56019,32.596861,-95.762947
TX,Victoria,92035,28.7959645,-96.9758915
TX,Walker,72480,30.7812335,-95.5952705
TX,Waller,53126,29.9867945,-95.995436
TX,Ward,11720,31.459402,-103.1890665
TX,Washington,35108,30.221964,-96.439565
TX,Webb,275910,27.732308,-99.505112
TX,Wharton,41619,29.2985485,-96.2411315
TX,Wheeler,5191,35.400999,-100.2702715
TX,Wichita,132064,34.0232895,-98.688102
TX,Wilbarger,12820,34.1464225,-99.214004
TX,Willacy,21515,26.4555365,-97.6139585
TX,Williamson,566719,30.6545155,-97.6025525
TX,Wilson,50224,29.162042,-98.0678895
TX,Winkler,7720,31.8692865,-103.0632385
TX,Wise,68305,33.212448,-97.6523285
TX,Wood,45129,32.778699,-95.4087495
TX,Yoakum,8591,33.17366,-102.8297575
TX,Young,18045,33.174917,-98.687302
TX,Zapata,14190,26.945424,-99.2040895
TX,Zavala,11983,28.8659505,-99.7616785
UT,Beaver,6580,38.3619385,-113.192927
UT,Box Elder,54950,41.5005715,-112.957899
UT,Cache,127068,41.6843775,-111.786214
UT,Carbon,20269,39.640872,-110.5689765
UT,Daggett,980,40.832222,-109.524541
UT,Duchesne,19964,40.320004,-110.4357295
UT,Emery,10014,39.1022945,-110.647614
UT,Garfield,5080,37.84478,-111.308552
UT,Grand,9764,38.999827,-109.6150085
UT,Iron,52775,37.811655,-113.259719
UT,Juab,11555,39.663012,-112.8163095
UT,Kane,7709,37.2718585,-111.7738475
UT,Millard,13006,39.063857,-113.032176
UT,Morgan,12045,41.0769745,-111.549031
UT,Piute,1445,38.32891,-112.1426225
UT,Rich,2464,41.572087,-111.278314
UT,Salt Lake,1152633,40.668084,-111.9083075
UT,San Juan,15449,37.7489775,-110.226921
UT,Sanpete,30623,39.4227665,-111.631476
UT,Sevier,21539,38.7736525,-111.9083495
UT,Tooele,69907,40.490421,-113.095716
UT,Uintah,35438,40.160168,-109.542943
UT,Utah,622213,40.176926,-111.5347685
UT,Wasatch,33240,40.294765,-111.25642
UT,Washington,171700,37.3091755,-113.476164
UT,Wayne,2690,38.33013,-110.868783
WA,Mason,65507,47.344863,-123.153076
WA,Skamania,11924,45.967983,-121.881879
WA,Wahkiakum,4426,46.265129,-123.4704835
WA,Columbia,4059,46.3118295,-117.922891
WA,Garfield,2247,46.350524,-117.5460095
WA,Stevens,45260,48.396499,-117.915958
WA,Walla Walla,60922,46.3033335,-118.516355
WA,Whitman,49791,46.838819,-117.64426
WA,Yakima,251446,46.564808,-120.6951015
WA,Adams,19759,46.999704,-118.6641215
WA,Asotin,22610,46.2288635,-117.1980595
WA,Benton,201877,46.281031,-119.40769
WA,Chelan,77036,47.905807,-120.52039
WA,Clallam,76737,48.12876,-123.825558
WA,Cowlitz,108987,46.117914,-122.7288965
WA,Douglas,42907,47.6852815,-119.6344735
WA,Ferry,7649,48.4155455,-118.487316
WA,Franklin,94347,46.465897,-118.8288585
WA,Grays Harbor,73901,47.162482,-123.756045
WA,Island,84460,48.157794,-122.559821
WA,Klickitat,22107,45.825073,-120.739452
WA,Lewis,79604,46.5893095,-122.3615475
WA,Lincoln,10740,47.609032,-118.399462
WA,Okanogan,42132,48.470757,-119.857871
WA,Pacific,22036,46.5170135,-123.728303
WA,Pend Oreille,13602,48.5229615,-117.3308095
WA,San Juan,17128,48.5702435,-122.989615
WA,Spokane,514631,47.6535685,-117.431769
WI,Adams,20348,43.9452595,-89.8114625
WI,Ashland,15600,46.5293125,-90.6148065
WI,Barron,45164,45.423233,-91.8483795
WI,Bayfield,15042,46.5779685,-91.1523555
WI,Brown,263378,44.460046,-88.00379
WI,Buffalo,13125,44.3110745,-91.8063705
WI,Burnett,15392,45.8986695,-92.459242
WI,Calumet,50159,44.0678065,-88.2231095
WI,Chippewa,64135,45.073983,-91.2943245
WI,Clark,34709,44.728065,-90.6192
WI,Columbia,57358,43.4622685,-89.3952475
WI,Crawford,16291,43.206361,-90.940501
WI,Dodge,87847,43.4141185,-88.7047825
WI,Door,27610,45.052066,-87.2707365
WI,Douglas,43208,46.4572665,-91.9225695
WI,Dunn,45131,44.9465935,-91.9037165
WI,Eau Claire,104534,44.7267785,-91.286351
WI,Florence,4321,45.8671375,-88.371228
WI,Fond du Lac,103066,43.7405715,-88.5234625
WI,Forest,8991,45.7253055,-88.736432
WI,Grant,51554,42.859257,-90.7915955
WI,Green,36929,42.6788355,-89.6022205
WI,Green Lake,18918,43.8074785,-89.065567
WI,Iowa,23771,43.011221,-90.13398
WI,Iron,5676,46.2854815,-90.2405085
WI,Jackson,20478,44.333881,-90.7389105
WI,Jefferson,85129,43.020219,-88.774666
WI,Juneau,26617,43.9452,-90.049192
WI,Kenosha,169290,42.5808145,-88.053184
WI,Kewaunee,20383,44.502105,-87.569711
WI,La Crosse,118230,43.90481,-91.1678275
WI,Lafayette,16665,42.659671,-90.1322445
WI,Langlade,19268,45.249466,-89.0320725
WI,Lincoln,27689,45.3372255,-89.735818
WI,Manitowoc,79074,44.1096405,-87.7753295
WI,Marathon,135428,44.9009845,-89.769999
WI,Marinette,40434,45.3806155,-88.0076245
WI,Marquette,15434,43.812715,-89.383781
WI,Menominee,4658,44.9867315,-88.732954
WI,Milwaukee,948201,43.017386,-87.9484725
WI,Monroe,46051,43.9431965,-90.644889
WI,Oconto,37830,45.0255215,-88.2200685
WI,Oneida,35470,45.683113,-89.5453365
WI,Outagamie,187365,44.416276,-88.4651865
WI,Ozaukee,89147,43.367539,-87.928296
WI,Pepin,7289,44.545776,-91.983238
WI,Polk,43598,45.469117,-92.5212785
WI,Portage,70942,44.4642455,-89.534338
WI,Price,13397,45.679584,-90.3610415
WI,Racine,196584,42.72707,-88.0365295
WI,Richland,17377,43.35973,-90.431809
WI,Rock,163129,42.669665,-89.07281
WI,Rusk,14147,45.4651145,-91.1100305
WI,Sauk,64249,43.39317,-89.9558805
WI,Sawyer,16489,45.8974295,-91.1143865
WI,Shawano,40796,44.8071225,-88.7332505
WI,Sheboygan,115456,43.7172725,-87.9311795
WI,St. Croix,89694,45.033633,-92.469596
WI,Taylor,20412,45.206809,-90.484035
WI,Trempealeau,29442,44.290607,-91.382407
WI,Vernon,30785,43.5767915,-90.7921605
WI,Vilas,21938,46.0781645,-89.488258
WI,Walworth,103718,42.66751,-88.5409145
WI,Washburn,15878,45.897601,-91.7954705
WI,Washington,135693,43.3678245,-88.2293215
WI,Waukesha,403072,43.018702,-88.3026895
WI,Waupaca,51128,44.4619935,-88.9150255
WI,Waushara,24263,44.1139125,-89.2420865
WI,Winnebago,171020,44.0685395,-88.644934
WI,Wood,73055,44.466416,-90.0214265
DE,Kent,178550,39.0977575,-75.5358555
DE,Sussex,229286,38.706443,-75.385769
IA,Carroll,20154,42.0363995,-94.8607925
IA,Harrison,14134,41.6857895,-95.8184015
IN,DeKalb,43226,41.397172,-84.998833
IN,Tippecanoe,193048,40.388631,-86.895011
IN,Elkhart,205560,41.59817,-85.858041
IN,Adams,35636,40.745404,-84.9379775
IN,Madison,129641,40.1616875,-85.7193405
IN,Jackson,44111,38.898375,-86.056745
IN,Vanderburgh,180974,37.997159,-87.575276
IN,Grant,65936,40.515987,-85.6545605
IN,Porter,169594,41.465349,-87.076004
IN,Hamilton,330086,40.0724955,-86.052323
IN,Lake,484411,41.4360915,-87.372815
IN,Morgan,70116,39.486663,-86.468723
IN,LaPorte,110007,41.4985245,-86.70959
IN,Floyd,77781,38.299344,-85.8968305
IN,Shelby,44593,39.5229175,-85.7912735
IN,Allen,375351,41.093929,-85.070744
IN,Tipton,15128,40.3113615,-86.052076
IN,Rush,16663,39.6201645,-85.465533
IN,Orange,19489,38.541362,-86.495888
IN,Crawford,10558,38.2641355,-86.4664205
IN,Owen,20845,39.3195455,-86.842698
IN,Fountain,16351,40.159532,-87.2651005
IN,Decatur,26794,39.292067,-85.4919175
IN,Fulton,20092,41.0412495,-86.2069545
IN,LaGrange,39330,41.641722,-85.426917
IN,Knox,36895,38.6611855,-87.4215765
IN,Monroe,146917,39.173286,-86.501539
IN,Cass,37955,40.736143,-86.3733815
IN,Randolph,24851,40.157237,-85.011338
IN,Martin,10217,38.700172,-86.8032725
IN,Washington,27943,38.5984585,-86.078819
IN,Parke,16927,39.779033,-87.2218005
IN,Kosciusko,79344,41.239367,-85.8647395
IN,Wayne,65936,39.8599215,-85.0160255
IN,Montgomery,38346,40.0398255,-86.893817
IN,Hancock,76351,39.821446,-85.7651025
IN,Vigo,107386,39.4335005,-87.404531
IN,Jefferson,32208,38.7499905,-85.4428255
IN,Huntington,36240,40.8291895,-85.489254
IN,Harrison,40350,38.1903515,-86.114784
IN,Wabash,31280,40.8488535,-85.7925115
IN,Delaware,114772,40.2282065,-85.3964875
IN,Posey,25540,38.001,-87.8733535
IN,Spencer,20327,37.993821,-87.0179535
IN,Ohio,5844,38.9659135,-84.9850845
IN,Carroll,20127,40.5844765,-86.5738755
IN,Warren,8263,40.3021425,-87.311793
IN,Franklin,22736,39.397252,-85.056989
IN,Pulaski,12469,41.0411035,-86.6989025
IN,Jay,20764,40.439459,-85.0111465
IN,Wells,28206,40.742376,-85.258652
IN,Marshall,46248,41.325298,-86.2605775
IN,Sullivan,20690,39.080525,-87.4431845
IN,Brown,15234,39.196282,-86.2308335
IN,Ripley,28523,39.1115335,-85.2549985
IN,Henry,48271,39.931831,-85.3989305
IN,Whitley,34074,41.148575,-85.4971775
IN,Dearborn,49568,39.1234195,-84.9759795
IN,Blackford,11930,40.473138,-85.32408
IN,Scott,23878,38.6948615,-85.729157
IN,Bartholomew,82753,39.192976,-85.885058
IN,Jasper,33370,41.011453,-87.1030475
IN,Union,7037,39.6256065,-84.925108
IN,Vermillion,15479,39.877864,-87.443545
IN,Benton,8653,40.606315,-87.3100935
IN,Clay,26170,39.387551,-87.090359
IN,Lawrence,45668,38.8394825,-86.4791915
IN,Clark,117360,38.436953,-85.704951
IN,Miami,35567,40.780922,-86.0163265
IN,Fayette,23047,39.6569625,-85.1680795
IN,Newton,14011,40.9775885,-87.3970095
IN,Perry,19102,38.0538765,-86.6224235
IN,Putnam,37779,39.668384,-86.8280865
IN,Starke,22935,41.302205,-86.6983865
IN,Greene,32006,39.0371445,-86.961652
IN,Pike,12410,38.3904865,-87.2676305
IN,Warrick,62567,38.062363,-87.245218
IN,Daviess,33147,38.6973285,-87.0858515
IN,Dubois,42565,38.365024,-86.8760665
IN,Clinton,32250,40.304673,-86.4690845
IN,White,24133,40.737271,-86.8406485
IN,Switzerland,10717,38.8085935,-84.9938725
IN,Steuben,34586,41.6433265,-85.0007515
IN,Gibson,33452,38.349461,-87.6469825
IN,Jennings,27611,39.0015625,-85.619944
MA,Barnstable,213413,41.797838,-70.3115305
MA,Bristol,564022,41.7965735,-71.101309
MA,Dukes,17352,41.413311,-70.698639
MA,Franklin,70963,42.522516,-72.624274
MA,Hampden,470406,42.1707315,-72.60493
MA,Hampshire,161355,42.3696615,-72.6359905
MA,Nantucket,11327,41.314833,-70.1178535
MA,Plymouth,518132,41.966696,-70.8028795
NC,Rockingham,90690,36.39209,-79.7732505
NC,Guilford,533670,36.078567,-79.789537
NC,Alamance,166436,36.046625,-79.389903
NC,Alexander,37353,35.9112,-81.173576
NC,Randolph,143351,35.713162,-79.80441
NC,Wayne,123248,35.372187,-78.0523115
NC,Ashe,27109,36.4141945,-81.4925705
NC,Alleghany,11161,36.4701875,-81.128388
NC,Currituck,27072,36.311232,-76.0432625
NC,Camden,10710,36.357271,-76.2231965
NC,Surry,71948,36.399366,-80.7073595
NC,Gates,11573,36.424152,-76.70138
NC,Hertford,23659,36.392282,-76.94985
NC,Northampton,19676,36.3561295,-77.48302
NC,Stokes,45467,36.4039905,-80.2396115
NC,Warren,19807,36.373663,-78.110931
NC,Vance,44582,36.3539845,-78.394374
NC,Granville,60115,36.282139,-78.6309765
NC,Caswell,22698,36.391928,-79.335016
NC,Person,39507,36.3890455,-78.974278
NC,Pasquotank,39639,36.31698,-76.2753735
NC,Halifax,50574,36.255891,-77.618624
NC,Wilkes,68557,36.217608,-81.207163
NC,Watauga,55945,36.2509755,-81.686846
NC,Perquimans,13422,36.226709,-76.390806
NC,Chowan,14029,36.178766,-76.5666445
NC,Avery,17505,36.099315,-81.9081385
NC,Yadkin,37543,36.165891,-80.657182
NC,Dare,36501,35.708368,-75.7362335
NC,Forsyth,379099,36.1174225,-80.2759705
NC,Franklin,67560,36.0419445,-78.2765255
NC,Bertie,19026,36.0338355,-77.0036715
NC,Orange,146027,36.052271,-79.107692
NC,Durham,316739,36.051318,-78.8573145
NC,Nash,94016,35.966553,-77.976391
NC,Mitchell,15000,35.991779,-82.198442
NC,Edgecombe,52005,35.915151,-77.585453
NC,Caldwell,82029,35.939887,-81.5699525
NC,Tyrrell,4131,35.7957445,-76.210059
NC,Yancey,17903,35.888507,-82.319283
NC,Madison,21763,35.8719975,-82.685785
NC,Martin,22671,35.8664985,-77.084982
NC,Davie,42733,35.9026525,-80.5364645
NC,Washington,11859,35.840893,-76.6003345
NC,Burke,90382,35.7791955,-81.675545
NC,Davidson,166614,35.7655535,-80.2652875
NC,McDowell,45507,35.7387245,-82.0594425
NC,Wilson,81455,35.7253325,-77.926691
NC,Buncombe,259103,35.620303,-82.5263415
NC,Haywood,61971,35.5418605,-83.000247
NC,Catawba,158652,35.6878485,-81.2291665
NC,Pitt,179914,35.580454,-77.392609
NC,Johnston,202675,35.537085,-78.386616
NC,Swain,14245,35.4877375,-83.554631
NC,Beaufort,47079,35.477776,-76.8314765
NC,Hyde,5230,35.383544,-76.1937185
NC,Greene,21012,35.500008,-77.6507765
NC,Rutherford,66826,35.395423,-81.985972
NC,Lee,61452,35.467607,-79.16466
NC,Cleveland,97645,35.3715965,-81.544688
NC,Jackson,43327,35.26292,-83.1417865
NC,Harnett,134214,35.3876225,-78.876489
NC,Graham,8484,35.342066,-83.810297
NC,Henderson,116748,35.322029,-82.5033325
NC,Moore,98682,35.2805435,-79.4327075
NC,Montgomery,27271,35.324289,-79.898494
NC,Stanly,62075,35.323708,-80.278733
NC,Transylvania,34215,35.2252595,-82.815485
NC,Polk,20611,35.296185,-82.1603345
NC,Lenoir,55976,35.2174715,-77.6126075
NC,Craven,102912,35.110855,-77.063318
NC,Macon,35285,35.162244,-83.42341
NC,Cherokee,28383,35.1397485,-84.0097475
NC,Pamlico,12670,35.1507535,-76.727725
NC,Sampson,63626,34.9345395,-78.3926405
NC,Cumberland,332330,35.0502155,-78.8038205
NC,Clay,11139,35.0712515,-83.7441825
NC,Jones,9637,35.014189,-77.3902165
NC,Carteret,69524,34.832849,-76.600868
NC,Union,235908,35.0112285,-80.5587175
NC,Anson,24877,35.008912,-80.0844735
NC,Hoke,54764,35.02319,-79.2469455
NC,Duplin,58856,34.9501105,-77.9257305
