date,state,positive,death
2020-04-08,WA,9276,426
2020-04-08,WI,2710,100
2020-04-08,WV,483,4
2020-04-08,WY,221,0
2020-04-09,AK,235,7
2020-04-09,AL,2703,70
2020-04-09,AR,1119,21
2020-04-09,AZ,3018,89
2020-04-09,CA,19710,544
2020-04-09,CO,5655,193
2020-04-09,CT,9784,380
2020-04-09,DC,1523,32
2020-04-09,DE,1209,23
2020-04-09,FL,16364,354
2020-04-09,GA,10566,379
2020-04-09,GU,128,4
2020-04-09,HI,442,6
2020-04-09,IA,1270,29
2020-04-09,ID,1232,18
2020-04-09,IL,15079,462
2020-04-09,IN,6351,245
2020-04-09,KS,1116,42
2020-04-09,KY,1341,73
2020-04-09,LA,18283,702
2020-04-09,MA,18941,503
2020-04-09,MD,6185,138
2020-04-09,ME,560,16
2020-04-09,MI,21504,1076
2020-04-09,MN,1240,50
2020-04-09,MO,3432,93
2020-04-09,MP,11,2
2020-04-09,MS,2260,76
2020-04-09,MT,354,6
2020-04-09,NC,3736,76
2020-04-09,ND,269,5
2020-04-09,NE,568,14
2020-04-09,NH,819,21
2020-04-09,NJ,51027,1709
2020-04-09,NM,865,16
2020-04-09,NV,2456,81
2020-04-09,NY,161779,7067
2020-04-09,OH,5512,213
2020-04-09,OK,1686,80
2020-04-09,OR,1321,44
2020-04-09,PA,18300,345
2020-04-09,PR,683,33
2020-04-09,RI,1727,43
2020-04-09,SC,2793,67
2020-04-09,SD,447,6
2020-04-09,TN,4634,94
2020-04-09,TX,11208,210
2020-04-09,UT,1856,13
2020-04-09,VA,4042,109
2020-04-09,VT,628,23
2020-04-09,WA,9639,456
2020-04-09,WI,2886,111
2020-04-09,WV,514,5
2020-04-09,WY,230,0
2020-04-10,AK,246,7
2020-04-10,AL,2947,80
2020-04-10,AR,1171,21
2020-04-10,AZ,3112,97
2020-04-10,CA,21081,583
2020-04-10,CO,6202,226
2020-04-10,CT,10538,448
2020-04-10,DC,1660,38
2020-04-10,DE,1326,32
2020-04-10,FL,17531,390
2020-04-10,GA,11485,416
2020-04-10,GU,130,4
2020-04-10,HI,442,6
2020-04-10,IA,1388,31
2020-04-10,ID,1354,24
2020-04-10,IL,17887,597
2020-04-10,IN,6907,300
2020-04-10,KS,1117,42
2020-04-10,KY,1693,90
2020-04-10,LA,19253,755
2020-04-10,MA,20974,599
2020-04-10,MD,6968,171
2020-04-10,ME,586,17
2020-04-10,MI,22434,1276
2020-04-10,MN,1336,57
2020-04-10,MO,3897,99
2020-04-10,MP,11,2
2020-04-10,MS,2469,82
2020-04-10,MT,365,6
2020-04-10,NC,3965,83
2020-04-10,ND,278,6
2020-04-10,NE,635,15
2020-04-10,NH,819,21
2020-04-10,NJ,54588,1932
2020-04-10,NM,1081,17
2020-04-10,NV,2722,90
2020-04-10,NY,172348,7867
2020-04-10,OH,5878,231
2020-04-10,OK,1794,88
2020-04-10,OR,1322,44
2020-04-10,PA,20051,418
2020-04-10,PR,725,39
2020-04-10,RI,1727,43
2020-04-10,SC,3067,72
2020-04-10,SD,536,6
2020-04-10,TN,4891,98
2020-04-10,TX,12105,238
2020-04-10,UT,2103,17
2020-04-10,VA,4509,121
2020-04-10,VT,679,24
2020-04-10,WA,10119,483
2020-04-10,WI,3068,128
2020-04-10,WV,574,5
2020-04-10,WY,239,0
2020-04-11,AK,257,8
2020-04-11,AL,3217,92
2020-04-11,AR,1228,25
2020-04-11,AZ,3393,108
2020-04-11,CA,21706,605
2020-04-11,CO,6513,250
2020-04-11,CT,11510,494
2020-04-11,DC,1778,47
2020-04-11,DE,1479,33
2020-04-11,FL,18494,438
2020-04-11,GA,12159,429
2020-04-11,GU,133,5
2020-04-11,HI,465,8
2020-04-11,IA,1510,34
2020-04-11,ID,1396,25
2020-04-11,IL,19180,677
2020-04-11,IN,7435,330
2020-04-11,KS,1275,55
2020-04-11,KY,1693,90
2020-04-11,LA,20014,806
2020-04-11,MA,22860,686
2020-04-11,MD,7694,206
2020-04-11,ME,616,19
2020-04-11,MI,23605,1384
2020-04-11,MN,1427,64
2020-04-11,MO,4108,116
2020-04-11,MP,11,2
2020-04-11,MS,2642,93
2020-04-11,MT,377,6
2020-04-11,NC,4354,89
2020-04-11,ND,293,7
2020-04-11,NE,699,17
2020-04-11,NH,885,22
2020-04-11,NJ,58151,2183
2020-04-11,NM,1091,19
2020-04-11,NV,2702,102
2020-04-11,NY,181026,8627
2020-04-11,OH,6250,247
2020-04-11,OK,1868,94
2020-04-11,OR,1371,48
2020-04-11,PA,21719,503
2020-04-11,PR,788,42
2020-04-11,RI,2349,56
2020-04-11,SC,3211,80
2020-04-11,SD,626,6
2020-04-11,TN,5132,106
2020-04-11,TX,13023,266
2020-04-11,UT,2207,18
2020-04-11,VA,5077,130
2020-04-11,VT,711,25
2020-04-11,WA,10434,495
2020-04-11,WI,3213,137
2020-04-11,WV,577,5
2020-04-11,WY,261,0
2020-04-12,AK,272,8
2020-04-12,AL,3563,93
2020-04-12,AR,1280,27
2020-04-12,AZ,3542,115
2020-04-12,CA,22795,641
2020-04-12,CO,7307,289
2020-04-12,CT,12035,554
2020-04-12,DC,1875,50
2020-04-12,DE,1625,35
2020-04-12,FL,19895,461
2020-04-12,GA,12452,433
2020-04-12,GU,133,5
2020-04-12,HI,499,9
2020-04-12,IA,1587,41
2020-04-12,ID,1407,27
2020-04-12,IL,20852,720
2020-04-12,IN,7928,343
2020-04-12,KS,1344,56
2020-04-12,KY,1963,97
2020-04-12,LA,20595,840
2020-04-12,MA,25475,756
2020-04-12,MD,8225,236
2020-04-12,ME,633,19
2020-04-12,MI,24244,1479
2020-04-12,MN,1621,70
2020-04-12,MO,4269,118
2020-04-12,MP,11,2
2020-04-12,MS,2781,96
2020-04-12,MT,387,6
2020-04-12,NC,4570,89
2020-04-12,ND,308,7
2020-04-12,NE,791,17
2020-04-12,NH,929,23
2020-04-12,NJ,61850,2350
2020-04-12,NM,1245,26
2020-04-12,NV,2836,112
2020-04-12,NY,189033,9385
2020-04-12,OH,6604,253
2020-04-12,OK,1970,96
2020-04-12,OR,1527,52
2020-04-12,PA,22938,557
2020-04-12,PR,897,44
2020-04-12,RI,2665,63
2020-04-12,SC,3320,82
2020-04-12,SD,730,6
2020-04-12,TN,5508,106
2020-04-12,TX,13677,283
2020-04-12,UT,2303,18
2020-04-12,VA,5274,141
2020-04-12,VT,727,27
2020-04-12,WA,10609,506
2020-04-12,WI,3341,144
2020-04-12,WV,593,6
2020-04-12,WY,270,0
2020-04-13,AK,277,8
2020-04-13,AL,3734,99
2020-04-13,AR,1410,29
2020-04-13,AZ,3705,122
2020-04-13,CA,23931,715
2020-04-13,CO,7691,306
2020-04-13,CT,13381,602
2020-04-13,DC,1955,52
2020-04-13,DE,1758,41
2020-04-13,FL,21019,499
2020-04-13,GA,13315,465
2020-04-13,GU,133,5
2020-04-13,HI,504,9
2020-04-13,IA,1710,41
2020-04-13,ID,1426,27
2020-04-13,IL,22025,798
2020-04-13,IN,8359,350
2020-04-13,KS,1390,62
2020-04-13,KY,2018,113
2020-04-13,LA,21016,884
2020-04-13,MA,26867,844
2020-04-13,MD,8936,262
2020-04-13,ME,698,19
2020-04-13,MI,25635,1602
2020-04-13,MN,1621,70
2020-04-13,MO,4515,123
2020-04-13,MP,11,2
2020-04-13,MS,2942,98
2020-04-13,MT,394,7
2020-04-13,NC,4886,94
2020-04-13,ND,331,8
2020-04-13,NE,814,17
2020-04-13,NH,985,23
2020-04-13,NJ,64584,2443
2020-04-13,NM,1262,26
2020-04-13,NV,2990,114
2020-04-13,NY,195749,10058
2020-04-13,OH,6975,274
2020-04-13,OK,2069,99
2020-04-13,OR,1584,53
2020-04-13,PA,24292,589
2020-04-13,PR,903,45
2020-04-13,RI,2665,63
2020-04-13,SC,3391,82
2020-04-13,SD,868,6
2020-04-13,TN,5610,109
2020-04-13,TX,14275,305
2020-04-13,UT,2363,13
2020-04-13,VA,5747,149
2020-04-13,VT,748,28
2020-04-13,WA,10635,513
2020-04-13,WI,3428,154
2020-04-13,WV,611,8
2020-04-13,WY,275,1
2020-04-14,AK,285,9
2020-04-14,AL,3953,114
2020-04-14,AR,1498,32
2020-04-14,AZ,3809,131
2020-04-14,CA,25356,768
2020-04-14,CO,7946,327
2020-04-14,CT,13989,671
2020-04-14,DC,2058,67
2020-04-14,DE,1926,43
2020-04-14,FL,21628,571
2020-04-14,GA,14578,525
2020-04-14,GU,133,5
2020-04-14,HI,511,9
2020-04-14,IA,1899,49
2020-04-14,ID,1464,33
2020-04-14,IL,23248,868
2020-04-14,IN,8527,387
2020-04-14,KS,1441,69
2020-04-14,KY,2048,106
2020-04-14,LA,21518,1013
2020-04-14,MA,28164,844
2020-04-14,MD,6999,227
2020-04-14,ME,735,20
2020-04-14,MI,27001,1768
2020-04-14,MN,1695,79
2020-04-14,MO,4746,149
2020-04-14,MP,11,2
2020-04-14,MS,3087,111
2020-04-14,MT,399,7
2020-04-14,NC,5113,112
2020-04-14,ND,341,8
2020-04-14,NE,897,20
2020-04-14,NH,922,25
2020-04-14,NJ,68824,2805
2020-04-14,NM,1345,31
2020-04-14,NV,3134,126
2020-04-14,NY,203020,10842
2020-04-14,OH,7285,324
2020-04-14,OK,2184,108
2020-04-14,OR,1633,55
2020-04-14,PA,25465,691
2020-04-14,PR,923,45
2020-04-14,RI,3251,80
2020-04-14,SC,3553,97
2020-04-14,SD,988,6
2020-04-14,TN,5827,124
2020-04-14,TX,15006,342
2020-04-14,UT,2417,18
2020-04-14,VA,6182,154
2020-04-14,VT,752,29
2020-04-14,WA,10799,530
2020-04-14,WI,3555,170
2020-04-14,WV,640,9
2020-04-14,WY,282,1
2020-04-15,AK,293,9
2020-04-15,AL,4075,118
2020-04-15,AR,1569,33
2020-04-15,AZ,3964,142
2020-04-15,CA,26686,861
2020-04-15,CO,7956,328
2020-04-15,CT,14755,868
2020-04-15,DC,2197,72
2020-04-15,DE,2014,46
2020-04-15,FL,22511,596
2020-04-15,GA,14987,552
2020-04-15,GU,135,5
2020-04-15,HI,524,9
2020-04-15,IA,1995,53
2020-04-15,ID,1473,39
2020-04-15,IL,24593,949
2020-04-15,IN,8960,436
2020-04-15,KS,1504,71
2020-04-15,KY,2210,115
2020-04-15,LA,21951,1103
2020-04-15,MA,29918,1108
2020-04-15,MD,10032,311
2020-04-15,ME,770,24
2020-04-15,MI,28059,1921
2020-04-15,MN,1809,87
2020-04-15,MO,4791,153
2020-04-15,MP,13,2
2020-04-15,MS,3360,122
2020-04-15,MT,404,7
2020-04-15,NC,5340,130
2020-04-15,ND,365,9
2020-04-15,NE,901,20
2020-04-15,NH,1139,32
2020-04-15,NJ,71030,3156
2020-04-15,NM,1484,36
2020-04-15,NV,3211,131
2020-04-15,NY,214454,11617
2020-04-15,OH,7794,362
2020-04-15,OK,2263,123
2020-04-15,OR,1663,58
2020-04-15,PA,26753,779
2020-04-15,PR,974,51
2020-04-15,RI,3251,80
2020-04-15,SC,3656,106
2020-04-15,SD,1168,6
2020-04-15,TN,5827,124
2020-04-15,TX,15907,375
2020-04-15,UT,2548,20
2020-04-15,VA,6500,195
2020-04-15,VT,759,29
2020-04-15,WA,10942,552
2020-04-15,WI,3721,183
2020-04-15,WV,702,10
2020-04-15,WY,287,1
2020-04-16,AK,300,9
2020-04-16,AL,4345,133
2020-04-16,AR,1620,37
2020-04-16,AZ,4237,150
2020-04-16,CA,27677,957
2020-04-16,CO,8286,355
2020-04-16,CT,15884,971
2020-04-16,DC,2350,81
2020-04-16,DE,2070,55
2020-04-16,FL,23343,668
2020-04-16,GA,15669,587
2020-04-16,GU,135,5
2020-04-16,HI,530,9
2020-04-16,IA,2141,60
2020-04-16,ID,1587,41
2020-04-16,IL,25734,1072
2020-04-16,IN,9542,477
2020-04-16,KS,1615,80
2020-04-16,KY,2435,129
2020-04-16,LA,22532,1156
2020-04-16,MA,32181,1108
2020-04-16,MD,10784,319
2020-04-16,ME,796,27
2020-04-16,MI,28809,1996
2020-04-16,MN,1809,87
2020-04-16,MO,5174,169
2020-04-16,MP,13,2
2020-04-16,MS,3624,129
2020-04-16,MT,415,7
2020-04-16,NC,5639,150
2020-04-16,ND,393,9
2020-04-16,NE,952,21
2020-04-16,NH,1139,32
2020-04-16,NJ,75317,3518
2020-04-16,NM,1484,36
2020-04-16,NV,3214,137
2020-04-16,NY,223691,14832
2020-04-16,OH,8414,407
2020-04-16,OK,2357,131
2020-04-16,OR,1736,64
2020-04-16,PA,28258,841
2020-04-16,PR,1043,56
2020-04-16,RI,3529,87
2020-04-16,SC,3931,111
2020-04-16,SD,1311,7
2020-04-16,TN,6375,136
2020-04-16,TX,16876,414
2020-04-16,UT,2683,20
2020-04-16,VA,6889,208
2020-04-16,VT,774,33
2020-04-16,WA,11057,579
2020-04-16,WI,3875,197
2020-04-16,WV,728,12
2020-04-16,WY,296,2
2020-04-17,AK,309,9
2020-04-17,AL,4571,148
2020-04-17,AR,1695,37
2020-04-17,AZ,4511,169
2020-04-17,CA,29157,1037
2020-04-17,CO,8691,372
2020-04-17,CT,16809,1036
2020-04-17,DC,2476,86
2020-04-17,DE,2317,61
2020-04-17,FL,24759,725
2020-04-17,GA,17194,650
2020-04-17,GU,136,5
2020-04-17,HI,541,9
2020-04-17,IA,2332,64
2020-04-17,ID,1609,41
2020-04-17,IL,27578,1132
2020-04-17,IN,10154,522
2020-04-17,KS,1730,82
2020-04-17,KY,2522,137
2020-04-17,LA,23118,1213
2020-04-17,MA,34402,1245
2020-04-17,MD,11572,334
2020-04-17,ME,827,29
2020-04-17,MI,30023,2227
2020-04-17,MN,2070,111
2020-04-17,MO,5371,184
2020-04-17,MP,13,2
2020-04-17,MS,3793,140
2020-04-17,MT,422,8
2020-04-17,NC,6045,177
2020-04-17,ND,393,9
2020-04-17,NE,1066,24
2020-04-17,NH,1287,37
2020-04-17,NJ,78467,3840
2020-04-17,NM,1597,44
2020-04-17,NV,3524,142
2020-04-17,NY,230597,17131
2020-04-17,OH,9107,418
2020-04-17,OK,2465,136
2020-04-17,OR,1785,70
2020-04-17,PA,29888,921
2020-04-17,PR,1068,58
2020-04-17,RI,4177,118
2020-04-17,SC,4099,116
2020-04-17,SD,1411,7
2020-04-17,TN,6263,141
2020-04-17,TX,17849,451
2020-04-17,UT,2793,23
2020-04-17,VA,7491,231
2020-04-17,VT,779,35
2020-04-17,WA,11517,603
2020-04-17,WI,4053,206
2020-04-17,WV,775,16
2020-04-17,WY,305,2
2020-04-18,AK,314,9
2020-04-18,AL,4712,153
2020-04-18,AR,1744,38
2020-04-18,AZ,4724,180
2020-04-18,CA,30491,1140
2020-04-18,CO,9047,389
2020-04-18,CT,17550,1086
2020-04-18,DC,2666,91
2020-04-18,DE,2538,67
2020-04-18,FL,25492,748
2020-04-18,GA,17669,673
2020-04-18,GU,136,5
2020-04-18,HI,574,9
2020-04-18,IA,2513,74
2020-04-18,ID,1655,43
2020-04-18,IL,29160,1259
2020-04-18,IN,10641,545
2020-04-18,KS,1821,85
2020-04-18,KY,2707,144
2020-04-18,LA,23580,1267
2020-04-18,MA,36372,1404
2020-04-18,MD,12326,421
2020-04-18,ME,847,32
2020-04-18,MI,30791,2308
2020-04-18,MN,2209,121
2020-04-18,MO,5579,197
2020-04-18,MP,14,2
2020-04-18,MS,3974,152
2020-04-18,MT,426,10
2020-04-18,NC,6328,187
2020-04-18,ND,528,9
2020-04-18,NE,1249,24
2020-04-18,NH,1342,38
2020-04-18,NJ,81420,4070
2020-04-18,NM,1798,53
2020-04-18,NV,3626,151
2020-04-18,NY,241712,17671
2020-04-18,OH,10222,451
2020-04-18,OK,2465,136
2020-04-18,OR,1844,72
2020-04-18,PA,31652,1042
2020-04-18,PR,1118,60
2020-04-18,RI,4491,137
2020-04-18,SC,4248,119
2020-04-18,SD,1542,7
2020-04-18,TN,6589,142
2020-04-18,TX,18704,476
2020-04-18,UT,2917,25
2020-04-18,VA,8053,258
2020-04-18,VT,803,38
2020-04-18,WA,11776,613
2020-04-18,WI,4199,212
2020-04-18,WV,785,16
2020-04-18,WY,309,2
2020-04-19,AK,319,9
2020-04-19,AL,4888,157
2020-04-19,AR,1781,39
2020-04-19,AZ,4933,184
2020-04-19,CA,31431,1177
2020-04-19,CO,9730,420
2020-04-19,CT,17962,1127
2020-04-19,DC,2793,96
2020-04-19,DE,2538,67
2020-04-19,FL,26314,774
2020-04-19,GA,18301,687
2020-04-19,GU,136,5
2020-04-19,HI,580,10
2020-04-19,IA,2902,75
2020-04-19,ID,1668,44
2020-04-19,IL,30357,1290
2020-04-19,IN,11211,562
2020-04-19,KS,1905,93
2020-04-19,KY,2960,146
2020-04-19,LA,23928,1296
2020-04-19,MA,38077,1706
2020-04-19,MD,12847,461
2020-04-19,ME,867,34
2020-04-19,MI,31424,2391
2020-04-19,MN,2356,134
2020-04-19,MO,5743,199
2020-04-19,MP,14,2
2020-04-19,MS,4274,159
2020-04-19,MT,433,10
2020-04-19,NC,6601,200
2020-04-19,ND,585,9
2020-04-19,NE,1474,28
2020-04-19,NH,1390,38
2020-04-19,NJ,85301,4362
2020-04-19,NM,1845,55
2020-04-19,NV,3728,158
2020-04-19,NY,247815,18298
2020-04-19,OH,11602,471
2020-04-19,OK,2567,140
2020-04-19,OR,1910,74
2020-04-19,PA,32902,1276
2020-04-19,PR,1213,62
2020-04-19,RI,4706,150
2020-04-19,SC,4377,120
2020-04-19,SD,1635,7
2020-04-19,TN,7070,148
2020-04-19,TX,19260,490
2020-04-19,UT,3069,27
2020-04-19,VA,8542,277
2020-04-19,VT,813,38
2020-04-19,WA,12255,636
2020-04-19,WI,4346,220
2020-04-19,WV,890,18
2020-04-19,WY,313,2
2020-04-20,AK,321,9
2020-04-20,AL,5079,163
2020-04-20,AR,1973,41
2020-04-20,AZ,5068,191
2020-04-20,CA,33686,1225
2020-04-20,CO,9730,420
2020-04-20,CT,19815,1331
2020-04-20,DC,2927,105
2020-04-20,DE,2745,72
2020-04-20,FL,27059,822
2020-04-20,GA,19407,775
2020-04-20,GU,136,5
2020-04-20,HI,584,10
2020-04-20,IA,3159,79
2020-04-20,ID,1672,45
2020-04-20,IL,31513,1349
2020-04-20,IN,11688,577
2020-04-20,KS,2048,102
2020-04-20,KY,3050,154
2020-04-20,LA,24523,1328
2020-04-20,MA,38077,1706
2020-04-20,MD,13684,582
2020-04-20,ME,875,35
2020-04-20,MI,32000,2468
2020-04-20,MN,2470,143
2020-04-20,MO,5890,200
2020-04-20,MP,14,2
2020-04-20,MS,4512,169
2020-04-20,MT,433,10
2020-04-20,NC,6895,218
2020-04-20,ND,627,9
2020-04-20,NE,1648,33
2020-04-20,NH,1447,42
2020-04-20,NJ,88722,4496
2020-04-20,NM,1971,58
2020-04-20,NV,3830,159
2020-04-20,NY,253060,18611
2020-04-20,OH,12919,509
2020-04-20,OK,2680,143
2020-04-20,OR,1957,75
2020-04-20,PA,33914,1348
2020-04-20,PR,1252,63
2020-04-20,RI,5090,155
2020-04-20,SC,4446,123
2020-04-20,SD,1685,7
2020-04-20,TN,7238,152
2020-04-20,TX,19751,507
2020-04-20,UT,3213,28
2020-04-20,VA,8990,300
2020-04-20,VT,816,38
2020-04-20,WA,12114,643
2020-04-20,WI,4499,230
2020-04-20,WV,902,24
2020-04-20,WY,317,2
2020-04-21,AK,329,9
2020-04-21,AL,5317,183
2020-04-21,AR,1990,42
2020-04-21,AZ,5256,208
2020-04-21,CA,35465,1282
2020-04-21,CO,10473,483
2020-04-21,CT,20360,1423
2020-04-21,DC,3098,112
2020-04-21,DE,2931,82
2020-04-21,FL,27869,867
2020-04-21,GA,19881,798
2020-04-21,GU,136,5
2020-04-21,HI,586,10
2020-04-21,IA,3641,83
2020-04-21,ID,1736,48
2020-04-21,IL,33059,1468
2020-04-21,IN,12097,635
2020-04-21,KS,2164,109
2020-04-21,KY,3204,171
2020-04-21,LA,24854,1405
2020-04-21,MA,41199,1961
2020-04-21,MD,14193,652
2020-04-21,ME,888,36
2020-04-21,MI,32667,2575
2020-04-21,MN,2567,160
2020-04-21,MO,6066,224
2020-04-21,MP,14,2
2020-04-21,MS,4716,183
2020-04-21,MT,437,12
2020-04-21,NC,7134,245
2020-04-21,ND,644,13
2020-04-21,NE,1685,33
2020-04-21,NH,1490,42
2020-04-21,NJ,92387,4753
2020-04-21,NM,1971,58
2020-04-21,NV,3937,163
2020-04-21,NY,258361,19104
2020-04-21,OH,13725,557
2020-04-21,OK,2807,164
2020-04-21,OR,2004,78
2020-04-21,PA,35249,1614
2020-04-21,PR,1298,64
2020-04-21,RI,5500,171
2020-04-21,SC,4439,124
2020-04-21,SD,1755,8
2020-04-21,TN,7394,157
2020-04-21,TX,20574,533
2020-04-21,UT,3297,32
2020-04-21,VA,9630,324
2020-04-21,VT,818,40
2020-04-21,WA,12563,664
2020-04-21,WI,4625,244
2020-04-21,WV,908,26
2020-04-21,WY,443,2
2020-04-22,AK,335,9
2020-04-22,AL,5593,196
2020-04-22,AR,2276,42
2020-04-22,AZ,5473,231
2020-04-22,CA,37344,1421
2020-04-22,CO,10891,506
2020-04-22,CT,22469,1544
2020-04-22,DC,3206,127
2020-04-22,DE,3200,89
2020-04-22,FL,28309,893
2020-04-22,GA,21214,848
2020-04-22,GU,136,5
2020-04-22,HI,592,12
2020-04-22,IA,3748,90
2020-04-22,ID,1766,51
2020-04-22,IL,35107,1565
2020-04-22,IN,12438,666
2020-04-22,KS,2331,112
2020-04-22,KY,3378,185
2020-04-22,LA,25258,1473
2020-04-22,MA,42944,2182
2020-04-22,MD,14775,698
2020-04-22,ME,907,39
2020-04-22,MI,33966,2813
2020-04-22,MN,2722,179
2020-04-22,MO,6277,238
2020-04-22,MP,14,2
2020-04-22,MS,4894,193
2020-04-22,MT,439,14
2020-04-22,NC,7495,265
2020-04-22,ND,679,14
2020-04-22,NE,1813,38
2020-04-22,NH,1588,48
2020-04-22,NJ,95914,5150
2020-04-22,NM,2210,71
2020-04-22,NV,4081,172
2020-04-22,NY,263292,19413
2020-04-22,OH,14117,610
2020-04-22,OK,2894,170
2020-04-22,OR,2059,78
2020-04-22,PA,36082,1673
2020-04-22,PR,1252,63
2020-04-22,RI,5841,181
2020-04-22,SC,4761,140
2020-04-22,SD,1858,9
2020-04-22,TN,7394,157
2020-04-22,TX,21321,556
2020-04-22,UT,3445,32
2020-04-22,VA,10266,349
2020-04-22,VT,823,40
2020-04-22,WA,12051,647
2020-04-22,WI,4845,248
2020-04-22,WV,939,27
2020-04-22,WY,447,6
2020-04-23,AL,5832,202
2020-04-23,AK,337,9
2020-04-23,AS,0,0
2020-04-23,AZ,5772,249
2020-04-23,AR,2599,45
2020-04-23,CA,39561,1533
2020-04-23,CO,11278,552
2020-04-23,CT,23100,1639
2020-04-23,DE,3308,92
2020-04-23,DC,3361,139
2020-04-23,FL,29648,987
2020-04-23,GA,21883,881
2020-04-23,GU,139,5
2020-04-23,HI,596,12
2020-04-23,ID,1836,54
2020-04-23,IL,36937,1688
2020-04-23,IN,13039,706
2020-04-23,IA,3924,96
2020-04-23,KS,2721,113
2020-04-23,KY,3479,191
2020-04-23,LA,25739,1599
2020-04-23,ME,937,44
2020-04-23,MD,15737,748
2020-04-23,MA,46023,2360
2020-04-23,MI,35296,2977
2020-04-23,MN,2942,200
2020-04-23,MS,5153,201
2020-04-23,MO,6506,252
2020-04-23,MT,442,14
2020-04-23,NE,2202,47
2020-04-23,NV,4208,195
2020-04-23,NH,1670,51
2020-04-23,NJ,100025,5426
2020-04-23,NM,2379,78
2020-04-23,NY,263460,20973
2020-04-23,NC,7820,281
2020-04-23,ND,709,15
2020-04-23,MP,14,2
2020-04-23,OH,14694,656
2020-04-23,OK,3017,179
2020-04-23,OR,2127,83
2020-04-23,PA,38379,1724
2020-04-23,PR,1416,69
2020-04-23,RI,6256,189
2020-04-23,SC,4917,150
2020-04-23,SD,1956,9
2020-04-23,TN,8266,171
2020-04-23,TX,22650,604
2020-04-23,UT,3612,35
2020-04-23,VT,825,43
2020-04-23,VA,10998,373
2020-04-23,WA,12753,711
2020-04-23,WV,981,31
2020-04-23,WI,5052,258
2020-04-23,WY,453,7
2020-04-24,AL,6026,209
2020-04-24,AK,339,9
2020-04-24,AS,0,0
2020-04-24,AZ,6045,266
2020-04-24,AR,2810,47
2020-04-24,CA,41355,1621
2020-04-24,CO,12256,674
2020-04-24,CT,23936,1767
2020-04-24,DE,3442,100
2020-04-24,DC,3528,153
2020-04-24,FL,30533,1046
2020-04-24,GA,22491,899
2020-04-24,GU,141,5
2020-04-24,HI,601,13
2020-04-24,ID,1870,54
2020-04-24,IL,39658,1795
2020-04-24,IN,13681,741
2020-04-24,IA,4445,107
2020-04-24,KS,2959,118
2020-04-24,KY,3779,200
2020-04-24,LA,26140,1660
2020-04-24,ME,965,47
2020-04-24,MD,16616,798
2020-04-24,MA,50969,2556
2020-04-24,MI,36641,3085
2020-04-24,MN,3185,221
2020-04-24,MS,5434,209
2020-04-24,MO,6788,272
2020-04-24,MT,444,14
2020-04-24,NE,2424,50
2020-04-24,NV,4398,197
2020-04-24,NH,1720,53
2020-04-24,NJ,102196,5683
2020-04-24,NM,2521,84
2020-04-24,NY,271590,21411
2020-04-24,NC,8290,294
2020-04-24,ND,748,15
2020-04-24,MP,14,2
2020-04-24,OH,15169,690
2020-04-24,OK,3121,188
2020-04-24,OR,2177,86
2020-04-24,PA,40208,1747
2020-04-24,PR,1276,77
2020-04-24,RI,6699,202
2020-04-24,SC,5070,157
2020-04-24,SD,2040,10
2020-04-24,TN,8728,169
2020-04-24,TX,23642,624
2020-04-24,UT,3782,39
2020-04-24,VT,827,44
2020-04-24,VA,11594,411
2020-04-24,WA,12977,722
2020-04-24,WV,1010,32
2020-04-24,WI,5356,263
2020-04-24,WY,473,7
2020-04-25,AL,6026,209
2020-04-25,AK,339,9
2020-04-25,AS,0,0
2020-04-25,AZ,6286,273
2020-04-25,AR,2911,48
2020-04-25,CA,42368,1689
2020-04-25,CO,12968,684
2020-04-25,CT,24583,1865
2020-04-25,DE,3576,112
2020-04-25,DC,3699,165
2020-04-25,FL,30839,1055
2020-04-25,GA,23222,907
2020-04-25,GU,141,5
2020-04-25,HI,605,13
2020-04-25,ID,1887,56
2020-04-25,IL,41777,1875
2020-04-25,IN,14399,786
2020-04-25,IA,5092,112
2020-04-25,KS,3135,120
2020-04-25,KY,3915,205
2020-04-25,LA,26512,1707
2020-04-25,ME,965,47
2020-04-25,MD,17766,875
2020-04-25,MA,53348,2730
2020-04-25,MI,37074,3155
2020-04-25,MN,3446,244
2020-04-25,MS,5718,221
2020-04-25,MO,6935,281
2020-04-25,MT,445,14
2020-04-25,NE,2719,50
2020-04-25,NV,4539,205
2020-04-25,NH,1797,53
2020-04-25,NJ,105498,5914
2020-04-25,NM,2660,93
2020-04-25,NY,282143,22009
2020-04-25,NC,8768,305
2020-04-25,ND,803,16
2020-04-25,MP,14,2
2020-04-25,OH,15587,711
2020-04-25,OK,3194,194
2020-04-25,OR,2253,87
2020-04-25,PA,41153,1793
2020-04-25,PR,1307,83
2020-04-25,RI,7129,215
2020-04-25,SC,5253,166
2020-04-25,SD,2147,10
2020-04-25,TN,9189,177
2020-04-25,TX,24153,638
2020-04-25,UT,3948,41
2020-04-25,VT,843,46
2020-04-25,VA,12366,437
2020-04-25,WA,13319,737
2020-04-25,WV,1010,32
2020-04-25,WI,5687,266
2020-04-25,WY,491,7
2020-03-21,AK,14,
2020-03-21,AL,124,0
2020-03-21,AR,118,
2020-03-21,AS,,0
2020-03-21,AZ,104,1
2020-03-21,CA,1279,24
2020-03-21,CO,363,4
2020-03-21,CT,194,4
2020-03-21,DC,77,1
2020-03-21,DE,45,0
2020-03-21,FL,658,12
2020-03-21,GA,507,14
