state,county,population,lat,long,date,type,value
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-08,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-08,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-09,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-09,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-10,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-10,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-11,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-11,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-12,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-12,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-13,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-13,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-14,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-14,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-15,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-15,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-16,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-16,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-17,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-17,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-18,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-18,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-19,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-19,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-20,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-20,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-21,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-21,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-22,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-22,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-23,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-23,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-24,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-24,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-25,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-25,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-26,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-26,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-27,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-27,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-28,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-28,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-29,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-02-29,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-01,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-01,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-02,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-02,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-03,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-03,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-04,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-04,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-05,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-05,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-06,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-06,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-07,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-07,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-08,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-08,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-09,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-09,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-10,cases,1
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-10,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-11,cases,2
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-11,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-12,cases,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-13,cases,3
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-13,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-14,cases,3
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-14,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-15,cases,3
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-15,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-16,cases,7
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-16,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-17,cases,7
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-17,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-18,cases,9
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-18,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-19,cases,12
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-19,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-20,cases,12
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-20,deaths,0
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-21,cases,15
WA,Kitsap,269805,47.6719585,-122.7433825,2020-03-21,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-22,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-22,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-23,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-23,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-24,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-24,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-25,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-25,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-26,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-26,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-27,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-27,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-28,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-28,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-29,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-29,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-30,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-30,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-31,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-01-31,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-01,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-01,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-02,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-02,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-03,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-03,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-04,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-04,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-05,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-05,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-06,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-06,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-07,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-07,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-08,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-08,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-09,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-09,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-10,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-10,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-11,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-11,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-12,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-12,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-13,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-13,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-14,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-14,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-15,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-15,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-16,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-16,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-17,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-17,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-18,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-18,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-19,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-19,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-20,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-20,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-21,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-21,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-22,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-22,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-23,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-23,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-24,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-24,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-25,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-25,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-26,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-26,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-27,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-27,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-28,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-28,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-29,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-02-29,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-01,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-01,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-02,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-02,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-03,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-03,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-04,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-04,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-05,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-05,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-06,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-06,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-07,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-07,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-08,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-08,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-09,cases,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-09,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-10,cases,3
CA,Solano,446610,38.2871145,-122.0001255,2020-03-10,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-11,cases,3
CA,Solano,446610,38.2871145,-122.0001255,2020-03-11,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-13,cases,6
CA,Solano,446610,38.2871145,-122.0001255,2020-03-14,cases,6
CA,Solano,446610,38.2871145,-122.0001255,2020-03-15,cases,7
CA,Solano,446610,38.2871145,-122.0001255,2020-03-16,cases,9
CA,Solano,446610,38.2871145,-122.0001255,2020-03-17,cases,8
CA,Solano,446610,38.2871145,-122.0001255,2020-03-18,cases,8
CA,Solano,446610,38.2871145,-122.0001255,2020-03-19,cases,8
CA,Solano,446610,38.2871145,-122.0001255,2020-03-19,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-20,cases,10
CA,Solano,446610,38.2871145,-122.0001255,2020-03-20,deaths,0
CA,Solano,446610,38.2871145,-122.0001255,2020-03-21,cases,14
CA,Solano,446610,38.2871145,-122.0001255,2020-03-21,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-22,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-22,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-23,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-23,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-24,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-24,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-25,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-25,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-26,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-26,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-27,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-27,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-28,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-28,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-29,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-29,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-30,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-30,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-31,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-01-31,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-01,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-01,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-02,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-02,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-03,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-03,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-04,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-04,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-05,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-05,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-06,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-06,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-07,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-07,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-08,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-08,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-09,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-09,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-10,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-10,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-11,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-11,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-12,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-12,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-13,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-13,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-14,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-14,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-15,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-15,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-16,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-16,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-17,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-17,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-18,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-18,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-19,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-19,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-20,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-20,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-21,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-21,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-22,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-22,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-23,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-23,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-24,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-24,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-25,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-25,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-26,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-26,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-27,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-27,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-28,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-28,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-29,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-02-29,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-01,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-01,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-02,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-02,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-03,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-03,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-04,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-04,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-05,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-05,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-06,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-06,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-07,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-07,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-08,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-08,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-09,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-09,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-10,cases,2
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-10,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-11,cases,2
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-11,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-12,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-13,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-14,cases,7
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-15,cases,7
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-16,cases,9
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-17,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-18,cases,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-19,cases,14
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-19,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-20,cases,14
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-20,deaths,0
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-21,cases,15
CA,Santa Cruz,274255,37.0683515,-121.949418,2020-03-21,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-22,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-22,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-23,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-23,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-24,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-24,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-25,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-25,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-26,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-26,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-27,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-27,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-28,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-28,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-29,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-29,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-30,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-30,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-31,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-01-31,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-01,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-01,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-02,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-02,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-03,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-03,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-04,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-04,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-05,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-05,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-06,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-06,deaths,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-07,cases,0
CA,Napa,139417,38.5095905,-122.35855,2020-02-07,deaths,0
